Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5.0,140.16667,16.0,689.8333,144.0,329.68332,0.11111111,0.00620155,31.757647,0.0,May,1,2,2,6,New_Visitor,False,False
0.0,76.541664,0.0,242.75,70.0,8956.098,0.026260504,0.023166023,29.462088,0.0,Nov,2,2,9,13,Other,True,True
5.0,1230.3334,0.0,575.0,439.0,870.6667,0.012738095,0.012318841,3.701619,0.0,Jul,2,1,1,16,Returning_Visitor,False,False
0.0,106.9,0.0,18.4,3.0,1661.1333,0.051851854,0.02292517,43.20757,0.0,Nov,2,2,3,4,Returning_Visitor,True,True
15.0,106.3,2.0,54.0,175.0,5504.6953,0.031060606,0.08699187,24.407644,0.0,Jul,1,2,1,8,Other,True,True
5.0,227.22728,0.0,52.25,2.0,1949.6472,0.015758703,0.018030303,9.74025,0.6,Nov,2,2,4,2,Returning_Visitor,False,True
6.0,1463.3334,0.0,1949.1666,178.0,76.666664,0.000795756,0.017195767,29.347708,0.0,Nov,2,1,1,20,Returning_Visitor,False,True
0.0,42.0,0.0,121.25,243.0,1324.1333,0.0171875,0.019379845,48.868,0.0,Mar,2,2,2,1,Returning_Visitor,True,False
0.0,149.91667,0.0,306.33334,47.0,1159.6666,0.019308468,0.020476218,17.125454,0.0,Jul,2,2,3,13,Returning_Visitor,False,False
27.0,105.56442,0.0,360.0,246.0,1544.8551,0.01468254,0.007748918,61.072075,0.0,Jul,2,2,4,4,Returning_Visitor,False,False
0.0,1715.0,2.0,281.5,81.0,783.56665,0.004098361,0.023015874,32.41417,0.0,May,3,1,1,3,Returning_Visitor,False,False
3.0,1672.0333,0.0,181.95,313.0,4501.4336,0.007777778,0.002941176,5.2919893,0.0,May,1,1,2,2,Returning_Visitor,True,False
3.0,87.7,0.0,33.5,218.0,9.5,0.010958904,0.034671497,8.078531,0.0,Nov,1,2,7,18,Returning_Visitor,False,False
0.0,164.5,0.0,214.1,283.0,980.56665,0.014942529,0.015714286,48.606236,0.0,May,2,1,9,1,Returning_Visitor,False,False
1.0,180.4,4.0,306.33334,12.0,863.3468,0.012643678,0.024666667,47.659073,0.6,Mar,4,2,1,2,Returning_Visitor,False,False
0.0,388.79166,0.0,139.75,152.0,46.5,0.12,0.009057596,11.37726,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
7.0,264.13333,0.0,281.5,310.0,2004.3715,0.010687023,0.008031496,38.00064,0.0,May,2,4,9,20,Returning_Visitor,False,False
0.0,237.25,0.0,220.0,1.0,1180.0,0.010232558,0.008854167,11.840599,0.0,May,2,2,4,2,Returning_Visitor,False,True
4.0,88.190475,16.0,37.3,106.0,2749.0583,0.004512276,0.013071895,0.0,0.0,May,3,2,9,3,Returning_Visitor,True,False
0.0,315.145,0.0,50.2,93.0,194.06667,0.012037037,0.042913165,6.1905823,0.0,Nov,3,2,3,20,New_Visitor,True,False
0.0,141.7619,0.0,101.7,310.0,1066.5,0.009105691,0.02059394,27.973417,0.0,Nov,2,2,9,2,Returning_Visitor,True,True
7.0,190.92319,0.0,143.25,18.0,1474.5333,0.031060606,0.0186,11.553997,0.0,Sep,2,13,3,2,Returning_Visitor,False,False
