Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,89.333336,0.0,0.0,34.0,448.5,0.051282052,0.012765306,11.275465,0.0,Dec,2,2,9,3,New_Visitor,False,True
0.0,0.0,2.0,0.0,9.0,5407.789,0.0,0.059895832,15.664452,0.0,Dec,3,3,4,10,Returning_Visitor,False,False
7.0,61.0,0.0,10.666667,111.0,842.4236,0.0,0.073696144,23.598116,0.0,Aug,2,2,3,5,New_Visitor,False,False
14.0,1463.3334,5.0,0.0,24.0,3812.1619,0.006697236,0.004444444,5.6248612,0.0,Nov,2,5,3,1,Returning_Visitor,False,True
9.0,0.0,0.0,0.0,22.0,1550.9166,0.0,0.0686508,48.304615,0.0,Nov,1,1,3,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,19.0,548.1667,0.009090909,0.006504065,5.382969,0.0,May,3,2,1,13,Returning_Visitor,False,False
0.0,83.99524,0.0,0.0,46.0,3085.007,0.2,0.001298701,0.0,0.6,May,2,2,2,3,Returning_Visitor,False,False
3.0,202.1,3.0,144.0,112.0,1464.4166,0.05,0.005882353,25.533005,0.0,Mar,1,1,3,2,New_Visitor,True,False
4.0,0.0,0.0,0.0,304.0,1030.06,0.01474359,0.022395832,8.08875,0.0,June,8,4,4,13,Returning_Visitor,False,False
6.0,0.0,0.0,0.0,181.0,4516.5884,0.01252501,0.012463768,12.195884,0.0,Oct,1,1,5,2,Returning_Visitor,False,False
1.0,241.85417,1.0,0.0,167.0,2515.1,0.2,0.01015625,1.0337573,0.0,Nov,2,5,7,11,New_Visitor,False,False
4.0,0.0,0.0,886.25,19.0,484.6726,0.12162162,0.023809524,0.0,0.0,Aug,2,4,3,5,New_Visitor,False,False
0.0,43.95,0.0,0.0,12.0,66.05,0.006122449,0.024303937,0.0,0.0,Nov,2,2,4,3,Returning_Visitor,True,True
